id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,result,method,round,time
1,unknown,unknown,Brian Ortega,145 lbs.,"5' 8""","69""","Feb 21, 1991",0.36363636363636365,-32,-0.18181818181818182,1,0.6363636363636364,0,11,7,15-3-0 (1 NC),2,Chan Sung Jung,145 lbs.,"5' 7""","72""","Mar 17, 1987",-0.14285714285714285,-7.285714285714286,-0.2857142857142857,0.42857142857142855,0.5,0,14,7,17-8-0,2,unknown,unknown,unknown,unknown
